Tweet,Sentiment,Polarity
At this very moment 101 years ago today the SS Florizel was scheduled to leave St Johns sailing to Halifax the ,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
MoczyTV THEvsnz Halifax Was an awesome stream to watch Full of VSMdisplaytextrange2770,Positive,0.090909091
TheRebelTV Halifax cartoonist caves to outrage mob over edgy WilsonRaybould sketch TheMenzoid SNCLav,Negative,-0.076923077
Amazing local selections by the can or bottle as well as 4 nscraftbeer on tap Halifax drinklocal ,Positive,0.071428571
jeffdowd Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
La crmonie est termine Des dizaines de personnes attendent maintenant dehors pour rendre un dernier hommage aux ,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
BrettCBC Watch Live Barho family funeral in Halifax,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
TheRebelTV Halifax cartoonist caves to outrage mob over edgy WilsonRaybould sketch TheMenzoid SNCLav,Negative,-0.076923077
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BandsFC The sun is shining in Halifax Come along to our exhibition and have a look round ThePieceHall such a brilliant place We,Positive,0.0625
MeggDerbyshire Just saw a Halifax fan has donated 200 to the WidnesRL crowdfunder I love the RL community ,Positive,0.0625
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
HalifaxTrails Video Autumn hiking Halifaxs FoxLakeTrail in the BMBCL Wilderness Support FriendsBMBCL to help turn this into,Neutral,0
FreeMediaHub Public funeral underway for 7 siblings lost in Halifax house fire ,Negative,-0.076923077
Seven white caskets were met by hundreds of mourners in Halifax community gathered to say goodbye to the Barho c ,Negative,-0.0625
Most viral News Now Public funeral underway for 7 siblings lost in Halifax house fire CBC News ,Negative,-0.055555556
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
LIVE NOW Funeral of seven children killed in fastmoving Halifax fire ,Negative,-0.083333333
cracovia power outages halifax donna ares ntu application kalle anka fortnite kreativ modus gmail ,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
My heart breaks for this family,Negative,-0.166666667
BrettCBC Overnight fire destroys Halifax home 1 man lifethreatening injuries 1 woman nonlifethreatening 5 bodies removed,Negative,-0.055555556
AdmiraltyMuseum At this very moment 101 years ago today the SS Florizel was scheduled to leave St Johns sailing to Halifax then N,Neutral,0
NatashaPace Halifax Regional Police Halifax fire have just arrived at the Cunard Centre to take part in todays funeral for the Bar,Neutral,0
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
BobbiFrench Retired child and adolescent psychiatrist here Halifax journalists members of the public Do NOT photograph this mothe,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC BREAKING Prime Minister Justin Trudeau will attend a vigil in downtown Halifax tonight to remember the 7 Syrian refugee ch,Neutral,0
BrettCBC VIDEO As a mother spending time with that family taught me a great deal about myself and my own parenting Family frien,Positive,0.058823529
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
AdmiraltyMuseum At this very moment 101 years ago today the SS Florizel was scheduled to leave St Johns sailing to Halifax then N,Neutral,0
BrettCBC BREAKING Funerals for the seven children killed in this weeks house fire will take place tomorrow in Halifax Cunard Cen,Negative,-0.055555556
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
BrettCBC Watch Live Barho family funeral in Halifax,Neutral,0
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
NWS Alertgt Updated Flood Watch is in effect in Halifax County Henry County Patrick County Pittsylvania County ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
My heart is broken Allah yerhamon,Negative,-0.142857143
Halifax cartoonist caves to outrage mob over edgy WilsonRaybould sketch TheMenzoid ,Negative,-0.083333333
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
Ya Latif Please pray for this poor family Cannot imagine the mothers pain Hoping the father recovers soon,Negative,-0.125
mrC69 ShawningArmor UpCanuck SexySloth01 DougHawk Danbalkwill1 mayoushtak DissidentJay BretSears ,Neutral,0
Funeral underway for all 7 children killed in Halifax house fire ,Negative,-0.090909091
CTVNews WATCH LIVE Funeral service underway in Halifax to remember the seven Syrian children killed in a devastating house fire ,Negative,-0.055555556
TheRebelTV Halifax cartoonist caves to outrage mob over edgy WilsonRaybould sketch TheMenzoid SNCLav,Negative,-0.076923077
fras99 Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
So Horrible May they rest in Heaven,Neutral,0
gourmetspud Theres a Captains Boil in Halifax I havent been but what Ive heard has not been gooddisplaytextrange13103,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
HerbertLReed Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
TheRebelTV Halifax cartoonist caves to outrage mob over edgy WilsonRaybould sketch TheMenzoid SNCLav,Negative,-0.076923077
BankersWatchDog mrC69 ShawningArmor UpCanuck SexySloth01 DougHawk Danbalkwill1 mayoushtak DissidentJay BretSears Disillus,Neutral,0
realDonaldTrump AGWilliamBarr THIS IS AMERICA TELL US ABOUT OUR CHILDREN B4 YOU TELL US ABOUT ALIEN CHILDR ,Neutral,0
darloscott In Huddersfield where some smart new FirstWestYorks brands are starting to become apparent including the HDConnect town se,Positive,0.058823529
A true leader does this Trudeau joins hundreds at Halifax City Hall to mourn 7 children killed in fire ,Negative,-0.117647059
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
fras99 Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
Halifax cartoonist caves to outrage mob over edgy WilsonRaybould sketch Topbuzz ,Negative,-0.083333333
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
ChrisHalef Ceremony is wrapping up From here they will make their way to the burial site halifax NEWS957,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
NatashaPace Halifax Regional Police Halifax fire have just arrived at the Cunard Centre to take part in todays funeral for the Bar,Neutral,0
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
